t,x,y,rhf
3.938281250000003064e-02,2.720000000000000195e-03,4.474999999999999811e-04,1.034000000000000030e+00
3.943750000000002809e-02,2.720000000000000195e-03,5.000000000000000104e-04,1.034000000000000030e+00
3.949218750000002554e-02,2.720000000000000195e-03,5.525000000000000397e-04,1.034000000000000030e+00
3.954687500000002992e-02,2.720000000000000195e-03,6.050000000000000690e-04,1.034000000000000030e+00
3.960156250000002737e-02,2.720000000000000195e-03,6.574999999999999898e-04,1.034000000000000030e+00
3.965625000000002481e-02,2.720000000000000195e-03,7.100000000000000191e-04,1.034000000000000030e+00
3.971093750000002920e-02,2.720000000000000195e-03,7.625000000000000484e-04,1.034000000000000030e+00
3.976562500000002665e-02,2.720000000000000195e-03,8.149999999999999693e-04,1.034000000000000030e+00
3.982031250000003103e-02,2.720000000000000195e-03,8.674999999999999985e-04,1.034000000000000030e+00
3.987500000000002848e-02,2.720000000000000195e-03,9.200000000000000278e-04,1.034000000000000030e+00
4.062500000000002914e-02,2.830000000000000050e-03,9.200000000000000278e-04,1.034000000000000030e+00
4.067968750000002659e-02,2.830000000000000050e-03,8.674999999999999985e-04,1.034000000000000030e+00
4.073437500000003098e-02,2.830000000000000050e-03,8.149999999999999693e-04,1.034000000000000030e+00
4.078906250000002842e-02,2.830000000000000050e-03,7.625000000000000484e-04,1.034000000000000030e+00
4.084375000000002587e-02,2.830000000000000050e-03,7.100000000000000191e-04,1.034000000000000030e+00
4.089843750000003025e-02,2.830000000000000050e-03,6.574999999999999898e-04,1.034000000000000030e+00
4.095312500000002770e-02,2.830000000000000050e-03,6.050000000000000690e-04,1.034000000000000030e+00
4.100781250000003209e-02,2.830000000000000050e-03,5.525000000000000397e-04,1.034000000000000030e+00
4.106250000000002953e-02,2.830000000000000050e-03,5.000000000000000104e-04,1.034000000000000030e+00
4.111718750000002698e-02,2.830000000000000050e-03,4.474999999999999811e-04,1.034000000000000030e+00
4.117187500000003136e-02,2.830000000000000050e-03,3.949999999999999518e-04,1.034000000000000030e+00
4.122656250000002881e-02,2.830000000000000050e-03,3.425000000000000310e-04,1.034000000000000030e+00
4.128125000000002626e-02,2.830000000000000050e-03,2.900000000000000017e-04,1.034000000000000030e+00
4.133593750000003064e-02,2.830000000000000050e-03,2.374999999999999724e-04,1.034000000000000030e+00
4.139062500000002809e-02,2.830000000000000050e-03,1.850000000000000516e-04,1.034000000000000030e+00
4.144531250000003247e-02,2.830000000000000050e-03,1.325000000000000223e-04,1.034000000000000030e+00
4.150000000000002992e-02,2.830000000000000050e-03,8.000000000000000654e-05,1.034000000000000030e+00
4.225000000000003059e-02,2.939999999999999905e-03,8.000000000000000654e-05,1.034000000000000030e+00
4.230468750000002803e-02,2.939999999999999905e-03,1.325000000000000223e-04,1.034000000000000030e+00
4.235937500000003242e-02,2.939999999999999905e-03,1.849999999999999973e-04,1.034000000000000030e+00
4.241406250000002986e-02,2.939999999999999905e-03,2.375000000000000266e-04,1.034000000000000030e+00
4.246875000000002731e-02,2.939999999999999905e-03,2.900000000000000017e-04,1.034000000000000030e+00
4.252343750000003170e-02,2.939999999999999905e-03,3.425000000000000310e-04,1.034000000000000030e+00
