t,x,y,rhf
0.000000000000000000e+00,8.000000000000000654e-05,8.000000000000000654e-05,0.000000000000000000e+00
5.251736111111111183e-05,8.000000000000000654e-05,1.304166666666666744e-04,0.000000000000000000e+00
1.050347222222222237e-04,8.000000000000000654e-05,1.808333333333333288e-04,0.000000000000000000e+00
1.575520833333333287e-04,8.000000000000000654e-05,2.312500000000000102e-04,0.000000000000000000e+00
2.100694444444444473e-04,8.000000000000000654e-05,2.816666666666666646e-04,0.000000000000000000e+00
2.625868055555555659e-04,8.000000000000000654e-05,3.320833333333333189e-04,0.000000000000000000e+00
3.151041666666666574e-04,8.000000000000000654e-05,3.824999999999999733e-04,0.000000000000000000e+00
3.676215277777778031e-04,8.000000000000000654e-05,4.329166666666666276e-04,0.000000000000000000e+00
4.201388888888888946e-04,8.000000000000000654e-05,4.833333333333332820e-04,0.000000000000000000e+00
4.726562499999999861e-04,8.000000000000000654e-05,5.337499999999999363e-04,0.000000000000000000e+00
5.251736111111111318e-04,8.000000000000000654e-05,5.841666666666666449e-04,0.000000000000000000e+00
5.776909722222222775e-04,8.000000000000000654e-05,6.345833333333332450e-04,0.000000000000000000e+00
6.302083333333333148e-04,8.000000000000000654e-05,6.849999999999999535e-04,0.000000000000000000e+00
6.827256944444444605e-04,8.000000000000000654e-05,7.354166666666665537e-04,0.000000000000000000e+00
7.352430555555556062e-04,8.000000000000000654e-05,7.858333333333332622e-04,0.000000000000000000e+00
7.877604166666666435e-04,8.000000000000000654e-05,8.362499999999998624e-04,0.000000000000000000e+00
8.402777777777777892e-04,8.000000000000000654e-05,8.866666666666665709e-04,0.000000000000000000e+00
8.927951388888889350e-04,8.000000000000000654e-05,9.370833333333332795e-04,0.000000000000000000e+00
9.453124999999999722e-04,8.000000000000000654e-05,9.874999999999998796e-04,0.000000000000000000e+00
9.978298611111112264e-04,8.000000000000000654e-05,1.037916666666666588e-03,0.000000000000000000e+00
1.050347222222222264e-03,8.000000000000000654e-05,1.088333333333333297e-03,0.000000000000000000e+00
1.102864583333333301e-03,8.000000000000000654e-05,1.138749999999999788e-03,0.000000000000000000e+00
1.155381944444444555e-03,8.000000000000000654e-05,1.189166666666666497e-03,0.000000000000000000e+00
1.207899305555555592e-03,8.000000000000000654e-05,1.239583333333333206e-03,0.000000000000000000e+00
