t,x,y,rhf
1.443645833333333517e-01,1.619999999999999912e-03,3.709999999999999756e-03,1.000000000000007105e+00
1.444171006944444668e-01,1.619999999999999912e-03,3.760416666666666682e-03,1.000000000000004441e+00
1.444696180555555820e-01,1.619999999999999912e-03,3.810833333333333173e-03,1.000000000000002442e+00
1.445221354166666972e-01,1.619999999999999912e-03,3.861249999999999665e-03,1.000000000000000888e+00
1.445746527777778123e-01,1.619999999999999912e-03,3.911666666666666591e-03,9.999999999999985567e-01
1.446271701388889275e-01,1.619999999999999912e-03,3.962083333333333082e-03,9.999999999999975575e-01
1.446796875000000426e-01,1.619999999999999912e-03,4.012499999999999574e-03,9.999999999999963363e-01
1.447322048611111578e-01,1.619999999999999912e-03,4.062916666666666066e-03,9.999999999999954481e-01
1.447847222222222452e-01,1.619999999999999912e-03,4.113333333333333425e-03,1.000000000000004441e+00
1.448372395833333603e-01,1.619999999999999912e-03,4.163749999999999916e-03,1.000000000000002665e+00
1.448897569444444755e-01,1.619999999999999912e-03,4.214166666666666408e-03,1.000000000000001332e+00
1.449422743055555907e-01,1.619999999999999912e-03,4.264583333333332900e-03,9.999999999999996669e-01
1.449947916666667058e-01,1.619999999999999912e-03,4.314999999999999392e-03,9.999999999999984457e-01
1.450473090277778210e-01,1.619999999999999912e-03,4.365416666666666751e-03,9.999999999999957812e-01
1.450998263888889084e-01,1.619999999999999912e-03,4.415833333333333242e-03,1.000000000000006439e+00
1.451523437500000235e-01,1.619999999999999912e-03,4.466249999999999734e-03,1.000000000000004441e+00
1.452048611111111387e-01,1.619999999999999912e-03,4.516666666666666226e-03,1.000000000000002665e+00
1.452573784722222539e-01,1.619999999999999912e-03,4.567083333333332718e-03,1.000000000000001110e+00
1.453098958333333690e-01,1.619999999999999912e-03,4.617500000000000077e-03,9.999999999999980016e-01
1.453624131944444842e-01,1.619999999999999912e-03,4.667916666666666568e-03,9.999999999999967804e-01
1.454149305555555993e-01,1.619999999999999912e-03,4.718333333333333060e-03,9.999999999999958922e-01
1.454674479166666867e-01,1.619999999999999912e-03,4.768749999999999552e-03,1.000000000000006661e+00
1.455199652777778019e-01,1.619999999999999912e-03,4.819166666666666043e-03,1.000000000000004663e+00
1.455724826388889170e-01,1.619999999999999912e-03,4.869583333333333403e-03,1.000000000000001110e+00
1.456250000000000322e-01,1.619999999999999912e-03,4.919999999999999894e-03,9.999999999999996669e-01
1.506250000000000366e-01,1.729999999999999767e-03,4.919999999999999894e-03,6.999999999999999556e-01
1.506775173611111518e-01,1.729999999999999767e-03,4.869583333333333403e-03,6.999999999999999556e-01
1.507300347222222670e-01,1.729999999999999767e-03,4.819166666666666911e-03,6.999999999999999556e-01
1.507825520833333821e-01,1.729999999999999767e-03,4.768749999999999552e-03,6.999999999999999556e-01
